ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
HHG,UPCOM,Du lịch và Giải trí,CT,246,0.002,34.9,34.9,2001.0,231,,-0.003,0.048,-0.369,Vận tải Hoàng Hà,http://www.hoanghaco.com.vn
HHN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,146,0.0,1.4,1.4,2010.0,114,,-0.006,-0.015,-0.745,Vận tải và DV Hàng hóa Hà Nội,http://www.vantaihanoi.com.vn
HHP,HOSE,Tài nguyên Cơ bản,CT,2724,0.068,86.6,86.6,2012.0,227,2.1,-0.006,-0.044,-0.222,HHP Global,https://www.hhppaper.com
HHR,OTC,Hàng & Dịch vụ Công nghiệp,CT,376,0.0,1.4,1.4,2010.0,891,,,,,Đường sắt Hà Hải,http://www.duongsathahai.vn
HHS,HOSE,Ô tô và phụ tùng,CT,14840,0.05,368.0,368.0,2008.0,56,2.3,-0.054,-0.118,0.175,Đầu tư DV Hoàng Huy,http://www.hoanghuyhhs.vn
HHV,HOSE,Xây dựng và Vật liệu,CT,46149,0.079,432.3,432.3,2010.0,515,2.3,-0.006,-0.027,-0.35,Đầu tư Hạ tầng Giao thông Đèo Cả,https://hhv.com.vn
HID,HOSE,Xây dựng và Vật liệu,CT,6077,0.006,76.8,76.8,2007.0,37,,-0.052,-0.018,-0.278,Halcom Vietnam,http://www.halcom.vn
HIG,UPCOM,Công nghệ Thông tin,CT,741,0.002,22.6,22.6,1994.0,121,,-0.008,0.004,0.206,Tập đoàn HIPT,https://hipt.vn
HII,HOSE,Hóa chất,CT,974,0.008,73.7,73.7,2009.0,467,2.4,-0.021,-0.051,-0.179,An Tiến Industries,https://antienindustries.com
HJC,UPCOM,Hàng cá nhân & Gia dụng,CT,462,0.0,12.9,12.9,2012.0,260,,0.049,-0.19,-0.267,Công ty Cổ phần Hoà Việt,http://www.hoavietjsc.com
HJS,HNX,"Điện, nước & xăng dầu khí đốt",CT,381,0.007,21.0,21.0,2003.0,120,2.8,-0.009,-0.023,-0.365,Thủy điện Nậm Mu,https://thuydiennammu.com.vn
HKB,UPCOM,Thực phẩm và đồ uống,CT,1289,0.008,51.6,51.6,2009.0,14,,-0.006,-0.015,-0.131,Thực phẩm Hà Nội - Kinh Bắc,http://www.hakinvest.com
HKT,HNX,Thực phẩm và đồ uống,CT,375,0.003,6.1,6.1,2007.0,10,,-0.006,-0.037,0.869,Đầu tư Ego Việt Nam,http://www.egovietnam.com.vn
HLA,UPCOM,Tài nguyên Cơ bản,CT,235,0.001,34.4,34.5,2001.0,1,,-0.006,-0.015,-0.331,Hữu Liên Á Châu,http://www.huulienasia.com.vn
HLB,UPCOM,Thực phẩm và đồ uống,CT,184,0.307,3.1,3.1,2003.0,672,2.9,-0.006,0.171,0.248,Bia và NGK Hạ Long,https://www.biahalong.com
HLC,HNX,Tài nguyên Cơ bản,CT,4001,0.096,25.4,25.4,2006.0,3264,2.6,-0.022,-0.023,0.025,Than Hà Lầm,https://halamcoal.com.vn
HLD,HNX,Bất động sản,CT,130,0.042,20.0,20.0,2007.0,46,2.0,-0.006,0.0,-0.138,Bất động sản HUDLAND,http://www.hudland.com.vn
HLR,OTC,Hàng & Dịch vụ Công nghiệp,CT,991,0.002,1.7,1.7,2010.0,717,,,,,Đường sắt Hà Lạng,http://www.halang.com.vn
HLS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,212,0.0,11.2,11.2,2004.0,190,,-0.006,-0.015,-0.509,Sứ Hoàng Liên Sơn,https://www.hoceratec.com.vn
HLT,UPCOM,Hàng cá nhân & Gia dụng,CT,650,0.0,5.5,5.5,2013.0,483,,-0.006,-0.015,0.192,Dệt may Hoàng Thị Loan,http://halotexco.com.vn
HLY,UPCOM,Xây dựng và Vật liệu,CT,221,0.016,1.0,1.0,2003.0,116,,-0.006,-0.015,-0.204,Gốm Xây Dựng Yên Hưng,http://viglacerahalong.vn
HMC,HOSE,Tài nguyên Cơ bản,CT,1666,0.004,27.3,27.3,2005.0,158,2.1,-0.024,-0.009,0.0,Kim khí TP.HCM,https://metalhcm.com.vn
HMG,UPCOM,Tài nguyên Cơ bản,CT,0,0.0,9.0,9.0,2013.0,132,2.4,-0.006,-0.015,-0.21,Kim Khí Hà Nội,http://hns.com.vn
HMH,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.005,12.8,13.2,2002.0,140,,-0.089,-0.122,0.067,Tập đoàn Hải Minh,http://www.haiminh.com.vn
HMR,HNX,Xây dựng và Vật liệu,CT,361,0.0,5.6,5.6,2011.0,65,,-0.138,0.583,0.866,Đá Hoàng Mai,https://rcchoangmai.vn
HMS,UPCOM,Xây dựng và Vật liệu,CT,462,0.0,10.9,10.9,2006.0,372,2.0,-0.003,-0.085,-0.223,XD Bảo tàng Hồ Chí Minh,https://hcmcc.com.vn
HNA,HOSE,"Điện, nước & xăng dầu khí đốt",CT,2710,0.0,235.2,235.2,2007.0,116,2.8,-0.028,-0.06,0.322,Thủy điện Hủa Na,http://huana.com.vn
HNB,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,434,0.003,9.5,9.5,2015.0,390,,0.055,0.091,0.002,Bến xe Hà Nội,https://benxehanoi.vn
HND,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1494,0.0,500.0,500.0,2015.0,832,2.8,-0.002,-0.036,-0.079,Nhiệt điện Hải Phòng,http://www.ndhp.com.vn
HNF,UPCOM,Thực phẩm và đồ uống,CT,0,0.001,30.0,30.0,2013.0,1683,2.6,0.025,-0.107,0.182,Bánh kẹo Hữu Nghị,https://huunghi.com.vn
HNG,UPCOM,Thực phẩm và đồ uống,CT,36997,0.016,1108.6,1108.6,2010.0,5752,2.2,0.016,,0.087,Nông nghiệp Quốc tế HAGL,https://haagrico.com
HNI,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.008,23.8,23.8,2002.0,2543,2.8,-0.058,-0.093,0.164,May Hữu Nghị,http://www.hugamex.vn
HNM,UPCOM,Thực phẩm và đồ uống,CT,2133,0.002,44.4,44.4,2001.0,285,,0.004,-0.007,-0.188,HANOIMILK,http://www.hanoimilk.com.vn
HNP,UPCOM,Hóa chất,CT,298,0.027,5.0,5.0,1994.0,339,,-0.006,0.369,0.09,Hanel Xốp Nhựa,https://hanelplastics.com.vn
HNR,UPCOM,Thực phẩm và đồ uống,CT,114,0.456,20.0,20.0,2006.0,164,,-0.006,-0.015,-0.131,Cồn Rượu và Nước Giải Khát Hà Nội,http://halico.com.vn
HOM,HNX,Xây dựng và Vật liệu,CT,2370,0.008,72.0,74.8,2009.0,756,2.4,-0.006,-0.015,-0.376,Xi măng VICEM Hoàng Mai,https://ximanghoangmai.vn
HOT,UPCOM,Du lịch và Giải trí,CT,240,0.0,8.0,8.0,2006.0,233,2.6,-0.006,-0.354,-0.454,Du lịch - DV Hội An,http://www.hoiantourist.com
HPB,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,206,0.001,3.7,3.9,1993.0,185,,-0.153,-0.161,-0.128,Bao bì PP,http://www.haipacpp.com
HPD,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.103,8.3,8.3,2007.0,20,,-0.01,-0.056,-0.028,Thủy điện Đăk Đoa,https://www.thuydiendakdoa.vn
HPG,HOSE,Tài nguyên Cơ bản,CT,165914,0.223,6396.3,6396.3,2001.0,31643,3.1,0.034,0.05,0.044,Hòa Phát,http://www.hoaphat.com.vn
HPH,UPCOM,Hóa chất,CT,787,0.0,8.4,8.4,2008.0,58,,-0.006,-0.045,-0.099,Hóa Chất Hưng Phát Hà Bắc,http://www.hungphathabac.com.vn
HPI,UPCOM,Bất động sản,CT,281,0.0,60.0,60.0,2007.0,188,2.3,-0.01,-0.018,-0.471,Khu công nghiệp Hiệp Phước,https://www.hiepphuoc.com/
HPM,UPCOM,Tài nguyên Cơ bản,CT,115,0.013,3.8,3.8,2008.0,10,,-0.006,-0.015,-0.435,Khoáng sản Hoàng Phúc,http://www.hoangphucasia.com
HPP,UPCOM,Xây dựng và Vật liệu,CT,658,0.232,8.0,8.0,2004.0,283,2.7,-0.024,-0.074,0.168,Sơn Hải Phòng,https://sonhaiphong.com.vn
HPT,UPCOM,Công nghệ Thông tin,CT,562,0.035,10.4,10.1,1995.0,439,,0.005,-0.029,0.34,DV Công nghệ Tin học HPT,https://hpt.vn/
HPW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1245,0.001,74.2,74.2,2007.0,1064,2.8,-0.042,-0.015,0.078,Cấp nước Hải Phòng,https://capnuochaiphong.com.vn
HPX,HOSE,Bất động sản,CT,10142,0.001,304.2,304.2,2003.0,105,1.9,-0.022,-0.061,-0.232,Đầu tư Hải Phát,https://haiphat.com.vn
HQC,HOSE,Bất động sản,CT,38834,0.004,576.6,576.6,2007.0,112,2.0,-0.024,-0.072,-0.212,Địa ốc Hoàng Quân,https://hoangquan.com.vn
HRB,UPCOM,Bất động sản,CT,110,0.001,6.3,6.3,2006.0,21,,-0.006,-0.015,-0.13,Harec Đầu tư và Thương Mại,http://www.harec.com.vn
HRC,HOSE,Hóa chất,CT,572,0.006,30.2,30.2,2004.0,534,2.2,-0.006,0.183,-0.235,Cao su Hòa Bình,http://www.horuco.com.vn
HRT,UPCOM,Du lịch và Giải trí,CT,3449,0.0,80.1,80.1,2003.0,3153,2.5,0.001,0.295,1.446,Vận tải đường sắt Hà Nội,http://www.vantaiduongsathanoi.vn
HSA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,120,0.0,7.9,7.9,2004.0,1,3.1,-0.006,-0.015,-0.031,HESTIA,http://hestia.vn
HSG,HOSE,Tài nguyên Cơ bản,CT,0,0.11,621.0,616.0,2001.0,7527,2.7,-0.002,0.01,-0.023,Tập đoàn Hoa Sen,https://info.hoasengroup.vn
HSI,UPCOM,Hóa chất,CT,767,0.033,9.9,10.0,2003.0,40,2.2,0.084,0.076,-0.274,Phân bón Hóa sinh,https://hsi.com.vn
HSL,HOSE,Thực phẩm và đồ uống,CT,2922,0.019,38.6,38.6,2015.0,34,,-0.018,-0.026,-0.609,Thực phẩm Hồng Hà,http://www.honghagroup.com.vn
HSM,UPCOM,Hàng cá nhân & Gia dụng,CT,276,0.0,20.5,20.5,2008.0,2984,2.3,0.044,0.072,-0.218,HANOSIMEX,http://www.hanosimex.com.vn
HSP,UPCOM,Xây dựng và Vật liệu,CT,390,0.029,12.0,12.0,2013.0,254,,-0.006,-0.015,-0.089,Sơn Tổng hợp Hà Nội,https://sondaibang.com.vn
HSV,UPCOM,Tài nguyên Cơ bản,CT,109,0.001,15.7,15.7,2013.0,19,,-0.024,0.015,-0.129,Gang Thép Hà Nội,https://hsvvietnam.com
HT1,HOSE,Xây dựng và Vật liệu,CT,9672,0.022,381.6,381.6,2007.0,2434,2.0,-0.023,-0.04,-0.261,VICEM Hà Tiên,https://www.vicemhatien.com.vn
HTC,HNX,"Điện, nước & xăng dầu khí đốt",CT,190,0.001,16.5,16.5,2001.0,545,2.6,-0.006,-0.125,-0.08,Thương mại Hóc Môn,https://www.hotraco.com.vn
HTE,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,6769,0.0,22.6,23.6,2007.0,61,,-0.019,-0.046,-0.123,Kinh doanh điện lực TP HCM,https://tradincorp.vn
HTG,HOSE,Hàng cá nhân & Gia dụng,CT,2817,0.0,36.0,36.0,2007.0,10133,3.4,0.021,0.037,0.479,Dệt may Hòa Thọ,https://hoatho.com.vn
HTI,HOSE,Xây dựng và Vật liệu,CT,664,0.155,24.9,24.9,2000.0,168,2.7,-0.006,-0.015,-0.053,PT Hạ tầng IDICO,https://www.idico.com.vn
HTL,HOSE,Ô tô và phụ tùng,CT,391,0.301,12.0,12.0,1998.0,289,,-0.006,0.18,0.864,Ô tô Trường Long,http://www.truonglong.com
HTM,UPCOM,Bán lẻ,CT,388,0.0,220.0,220.0,2004.0,402,2.1,0.025,-0.054,-0.189,Thương mại Hà Nội - Hapro,http://www.haprogroup.vn
HTN,HOSE,Bất động sản,CT,4717,0.009,89.1,89.1,2010.0,278,1.9,-0.098,-0.188,-0.638,Hưng Thịnh Incons,http://www.hungthinhincons.com.vn
HTP,UPCOM,Truyền thông,CT,256,0.0,91.8,91.8,2004.0,160,2.1,-0.075,-0.144,-1.038,In SGK Hòa Phát,http://inhoaphat.vn
HTR,OTC,Hàng & Dịch vụ Công nghiệp,CT,306,0.0,1.5,1.5,2011.0,530,,,,,Đường sắt Hà Thái,http://dsht.vn
HTT,UPCOM,Bán lẻ,CT,997,0.008,20.0,20.0,2003.0,30,,0.07,0.062,0.142,Thương mại Hà Tây,http://thuongmaihatay.vn
HTV,HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.059,13.1,13.1,2000.0,204,2.6,-0.015,0.008,-0.063,Logistics Vicem,http://www.vantaihatien.com.vn
HU1,HOSE,Xây dựng và Vật liệu,CT,520,0.0,10.0,10.0,1989.0,123,,-0.01,-0.036,-0.291,Xây dựng HUD1,http://hud1.com.vn
HU3,UPCOM,Xây dựng và Vật liệu,CT,531,0.004,10.0,10.0,1978.0,82,,0.004,-0.04,-0.332,Xây dựng HUD3,http://www.hud3.com.vn
HU4,UPCOM,Xây dựng và Vật liệu,CT,1241,0.001,15.0,15.0,2012.0,83,1.7,0.053,-0.069,-0.167,Đầu tư và Xây dựng HUD4,http://hud4.com.vn
HU6,UPCOM,Bất động sản,CT,361,0.0,7.5,7.5,2014.0,29,,-0.033,-0.268,-0.221,PT Nhà và Đô thị HUD6,http://www.hud6.vn
HUB,HOSE,Xây dựng và Vật liệu,CT,1205,0.011,26.3,26.3,2011.0,478,2.9,-0.012,-0.012,-0.071,Xây lắp Huế,https://www.xaylaphue.com.vn
HUG,UPCOM,Hàng cá nhân & Gia dụng,CT,868,0.0,19.5,19.5,2005.0,2106,2.7,0.01,-0.037,-0.171,May Hưng Yên,http://hugaco.vn
HUT,HNX,Ô tô và phụ tùng,CT,21787,0.016,892.5,892.5,2007.0,6586,2.0,0.006,-0.021,-0.423,Tasco,https://tasco.com.vn
HVA,UPCOM,Thực phẩm và đồ uống,CT,250,0.243,13.7,13.7,2010.0,14,,0.031,0.033,0.195,Đầu tư HVA,https://hva.group
HVG,UPCOM,Thực phẩm và đồ uống,CT,0,0.006,227.0,227.0,2007.0,241,2.4,-0.006,-0.015,-0.131,Thủy sản Hùng Vương,http://www.hungvuongpanga.com
HVH,HOSE,Xây dựng và Vật liệu,CT,2746,0.009,40.6,40.6,2010.0,197,,-0.021,-0.062,0.267,Đầu tư và Công nghệ HVC,https://hvcgroup.net
HVN,HOSE,Du lịch và Giải trí,CT,40166,0.077,2214.4,2214.4,2010.0,5229,2.2,0.025,0.005,0.661,Vietnam Airlines,https://www.vietnamairlines.com/vn/vi/home
HVT,HNX,Hóa chất,CT,0,0.012,11.0,11.0,2006.0,352,3.0,0.119,0.115,0.689,Hóa chất Việt trì,http://vitrichem.vn
HVX,HOSE,Xây dựng và Vật liệu,CT,1792,0.009,41.5,38.5,1990.0,344,2.3,-0.006,-0.019,-0.405,Xi măng Vicem Hải Vân,https://haivancement.vn
HWS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,577,0.01,87.4,87.6,2005.0,512,3.4,0.0,-0.004,0.412,Cấp nước Thừa Thiên Huế,https://huewaco.com.vn
IBC,UPCOM,Dịch vụ tài chính,CT,590,0.013,83.2,83.2,2012.0,197,2.0,-0.006,-0.015,-0.171,Đầu tư APAX Holdings,http://www.apaxholdings.com.vn
IBD,UPCOM,Truyền thông,CT,102,0.0,9.0,9.0,2017.0,148,,-0.006,-0.015,-0.185,In Tổng hợp Bình Dương,http://www.intonghopbd.com.vn
ICC,UPCOM,Xây dựng và Vật liệu,CT,234,0.067,3.8,3.8,2007.0,114,,0.062,0.015,0.169,Xây dựng công nghiệp,http://www.xdcn.com.vn
ICF,UPCOM,Thực phẩm và đồ uống,CT,1408,0.027,12.8,12.8,1999.0,102,2.0,0.055,0.128,0.551,ĐT TM Thủy sản,http://www.incomfish.com
ICG,HNX,Xây dựng và Vật liệu,CT,1729,0.063,17.6,20.0,2006.0,31,,-0.006,-0.026,-0.061,Xây dựng Sông Hồng,http://www.incomex.com.vn
ICI,UPCOM,Xây dựng và Vật liệu,CT,511,0.0,4.0,4.0,1968.0,4,,0.151,0.116,0.038,Đầu tư và XD Công nghiệp,http://ici.com.vn
ICN,UPCOM,Xây dựng và Vật liệu,CT,388,0.0,20.4,20.4,2013.0,98,3.1,-0.01,-0.026,-0.127,XD Dầu Khí IDICO,http://idicoconac.vn
ICT,HOSE,Công nghệ Thông tin,CT,1504,0.005,32.2,32.2,2001.0,334,2.6,-0.011,-0.04,-0.083,Viễn thông - Tin học Bưu điện,https://www.ctin.vn
IDC,HNX,Bất động sản,CT,12811,0.239,330.0,330.0,2010.0,1112,3.0,-0.02,-0.059,0.141,IDICO,http://www.idico.com.vn
IDI,HOSE,Thực phẩm và đồ uống,CT,578,0.008,273.2,273.2,2003.0,3250,1.9,-0.013,-0.05,-0.34,Đầu tư và PT Đa Quốc Gia,https://idiseafood.com
IDJ,HNX,Bất động sản,CT,18327,0.007,173.5,173.5,2007.0,110,2.6,-0.022,-0.03,-0.098,Đầu tư IDJ Việt Nam,https://www.idjf.vn
IDP,UPCOM,Thực phẩm và đồ uống,CT,0,0.133,61.8,61.8,2005.0,2208,2.4,-0.057,-0.139,-0.058,Sữa Quốc tế LOF,https://lof.vn
IDV,HNX,Bất động sản,CT,998,0.198,35.9,35.9,2003.0,96,3.1,0.002,-0.02,0.118,PT Hạ tầng Vĩnh Phúc,http://www.vpid.vn
IFS,UPCOM,Thực phẩm và đồ uống,CT,697,0.979,87.1,87.1,1991.0,898,2.9,-0.009,-0.012,0.072,Thực phẩm Quốc tế,https://www.wonderfarmonline.com
IHK,UPCOM,Truyền thông,CT,0,0.001,2.1,2.1,2005.0,155,,-0.006,-0.016,-0.195,In Hàng Không,http://www.aviprint.com.vn
IJC,HOSE,Bất động sản,CT,16003,0.047,377.7,377.7,2007.0,743,2.7,0.02,0.029,0.012,Becamex IJC,https://becamex.com.vn
ILA,UPCOM,Thực phẩm và đồ uống,CT,991,0.0,19.6,18.5,2014.0,15,,-0.024,-0.073,0.355,Công ty ILA,http://ilagroup.com.vn
ILB,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1108,0.058,24.5,24.5,2008.0,342,2.8,-0.005,-0.047,0.04,ICD Tân Cảng Long Bình,http://www.icdlongbinh.com
ILC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,418,0.004,6.1,6.1,2004.0,325,,0.074,0.066,-0.283,Hợp tác lao động với nước ngoài,http://www.inlacohp.com.vn
ILS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,172,0.0,36.0,36.0,2006.0,78,2.2,-0.032,-0.006,-0.26,TM và Dịch vụ Quốc tế,https://ils.com.vn
IME,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,126,0.0,3.6,3.6,1978.0,198,,-0.006,-0.015,-0.131,Xây lắp Công nghiệp,http://imecovn.com.vn
IMP,HOSE,Y tế,CT,2060,0.493,154.0,77.0,2023.0,1411,3.0,-0.045,-0.017,0.514,IMEXPHARM,https://www.imexpharm.com
IN4,UPCOM,Truyền thông,CT,237,0.0,1.2,1.2,1979.0,140,,-0.006,-0.015,-0.88,In số 4,http://www.inso4.com
INC,HNX,Xây dựng và Vật liệu,CT,0,0.094,2.0,1.8,2002.0,54,,-0.006,-0.015,1.178,Tư vấn Đầu tư IDICO,http://www.idico-incon.com.vn
INN,HNX,Hàng & Dịch vụ Công nghiệp,CT,541,0.038,18.0,18.0,2004.0,768,3.0,0.001,-0.009,0.143,Bao bì và In Nông Nghiệp,https://appprintco.com
IPA,HNX,Hàng & Dịch vụ Công nghiệp,CT,4626,0.005,213.8,213.8,2007.0,505,2.4,0.032,-0.007,-0.318,Tập đoàn Đầu tư I.P.A,http://ipa.com.vn
IRC,UPCOM,Hóa chất,CT,235,0.0,17.5,17.5,2005.0,169,,-0.006,0.13,0.021,Cao su Công nghiệp,http://www.donarubber.com.vn
ISG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1070,0.0,8.8,8.8,2013.0,1242,,-0.006,-0.015,1.631,Vận tải biển và Hợp tác LĐ Quốc Tế,http://www.inlacosaigon.com
ISH,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,369,0.002,45.0,45.0,2008.0,64,2.7,-0.006,0.035,0.212,Thủy điện Srok Phu Miêng,http://www.idico-shp.com.vn
IST,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,172,0.002,15.0,12.0,2007.0,161,3.1,0.019,0.101,0.514,ICD Tân Cảng Sóng Thần,https://www.icdsongthan.com.vn
ITA,HOSE,Bất động sản,CT,39225,0.004,938.3,938.5,2002.0,340,2.5,-0.006,-0.343,-0.721,Đầu tư CN Tân Tạo,http://www.itaexpress.com.vn
ITC,HOSE,Bất động sản,CT,7019,0.003,95.9,96.4,2000.0,781,2.5,-0.006,-0.058,-0.073,Đầu tư kinh doanh Nhà,http://www.intresco.com.vn
ITD,HOSE,Công nghệ Thông tin,CT,3477,0.012,24.5,24.5,1994.0,415,3.0,0.044,0.076,0.052,Công nghệ Tiên Phong,https://www.itd.com.vn/
ITQ,HNX,Tài nguyên Cơ bản,CT,2820,0.001,31.8,31.8,2001.0,117,2.0,-0.006,0.105,-0.094,Tập đoàn Thiên Quang,http://www.inoxthienquang.com.vn
ITS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,816,0.006,26.5,26.5,2005.0,60,,-0.034,-0.203,-0.244,Thương mại và DV - Vinacomin,http://itasco.vn
IVS,HNX,Dịch vụ tài chính,CK,0,0.797,69.4,69.4,2007.0,68,2.5,-0.016,-0.034,-0.16,Chứng khoán Guotai Junan (Việt Nam),https://gtjai.com.vn
JOS,UPCOM,Thực phẩm và đồ uống,CT,349,0.003,15.0,15.3,1998.0,145,,0.105,0.652,-0.222,Thủy sản Minh Hải,http://www.jostoco.com
JVC,HOSE,Y tế,CT,9652,0.015,112.5,112.5,2001.0,156,3.0,0.003,-0.024,-0.177,Đầu tư và Phát triển Y tế Việt Nhật,https://ytevietnhat.com.vn
KAC,UPCOM,Bất động sản,CT,107,0.0,24.0,24.0,2002.0,200,2.6,-0.006,-0.015,-0.131,Địa ốc Khang An,http://www.khangan.com
KBC,HOSE,Bất động sản,CT,35211,0.205,767.6,767.6,2002.0,217,2.9,0.019,0.044,-0.251,TCT Đô thị Kinh Bắc,http://www.kinhbaccity.vn
KCB,UPCOM,Tài nguyên Cơ bản,CT,1010,0.026,8.0,8.0,2013.0,190,,-0.118,-0.148,-0.161,Khoáng Sản Luyện Kim Cao Bằng,http://cmamc.com.vn
KCE,UPCOM,Xây dựng và Vật liệu,CT,163,0.0,1.5,1.5,1994.0,81,,-0.006,-0.185,0.036,Bê tông Ly tâm ĐL Khánh Hòa,http://kpceco.com.vn
KDC,HOSE,Thực phẩm và đồ uống,CT,0,0.216,289.8,289.8,2002.0,3609,2.2,-0.008,-0.091,-0.322,Tập đoàn KIDO,https://www.kdc.vn
KDH,HOSE,Bất động sản,CT,9127,0.377,909.4,909.4,2007.0,258,2.4,-0.004,-0.017,0.14,Nhà Khang Điền,https://www.khangdien.com.vn
KDM,HNX,Xây dựng và Vật liệu,CT,458,0.0,7.6,7.6,2010.0,7,,-0.013,-0.05,-0.315,Tập đoàn GCL,https://gclgroup.vn
KGM,UPCOM,Bán lẻ,CT,0,0.0,25.4,25.4,2005.0,270,,-0.023,-0.063,-0.486,XNK Kiên Giang,http://www.kigimex.com.vn
KHD,UPCOM,Tài nguyên Cơ bản,CT,240,0.0,3.3,3.3,2003.0,42,,-0.019,0.22,0.066,Khoáng sản Hải Dương,https://khoangsanhaiduong.com
KHG,HOSE,Bất động sản,CT,568,0.004,449.4,449.4,2009.0,3906,2.5,-0.012,-0.032,-0.305,Tập đoàn Khải Hoàn Land,https://khaihoanland.vn
KHL,UPCOM,Xây dựng và Vật liệu,CT,439,0.006,12.0,12.0,2001.0,19,,-0.006,-0.015,0.036,VLXD Hưng Long,http://www.khoangsanhunglong.com
KHP,HOSE,"Điện, nước & xăng dầu khí đốt",CT,5535,0.012,58.9,60.4,2005.0,933,3.0,-0.021,-0.001,-0.044,Điện lực Khánh Hòa,https://pckhanhhoa.cpc.vn
KHS,HNX,Thực phẩm và đồ uống,CT,170,0.002,12.1,12.1,2009.0,407,,-0.006,-0.006,-0.567,Thủy sản Kiên Hùng,http://www.kihuseavn.com
KHW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,307,0.0,28.6,28.6,2010.0,331,3.2,-0.006,-0.395,-0.345,Cấp thoát nước Khánh Hòa,https://ctnkh.com.vn
KIP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,148,0.0,9.8,9.8,2004.0,318,,-0.006,0.072,0.25,K.I.P Việt Nam,https://kipvietnam.vn
KKC,HNX,Tài nguyên Cơ bản,CT,332,0.005,5.2,5.2,2001.0,20,,0.015,-0.298,-0.393,Tập đoàn Thành Thái,https://thanhthaigroup.com.vn
KLB,UPCOM,Ngân hàng,NH,1797,0.004,361.5,365.3,1995.0,3764,2.7,-0.032,-0.012,-0.045,KienlongBank,https://kienlongbank.com
KLF,UPCOM,Du lịch và Giải trí,CT,18375,0.005,165.4,165.4,2009.0,59,2.6,-0.006,-0.015,-0.131,KLF Global,https://cfscorp.vn
KLM,OTC,Tài nguyên Cơ bản,CT,92,0.0,3.9,3.9,2008.0,56,,,,,Kim loại màu Nghệ Tĩnh,http://congtykimloaimaunghetinh.com
KMR,HOSE,Hàng cá nhân & Gia dụng,CT,0,0.624,56.9,56.9,2007.0,236,2.5,-0.006,-0.056,-0.181,MIRAE,http://miraejsc.com
KMT,HNX,Tài nguyên Cơ bản,CT,237,0.0,9.8,9.8,2005.0,82,,-0.006,-0.107,-0.082,Kim khí Miền Trung,https://cevimetal.com.vn
KOS,HOSE,Bất động sản,CT,489,0.002,216.5,216.5,2008.0,85,1.8,0.003,-0.056,-0.158,Công ty KOSY,https://kosy.vn
KPF,HOSE,Xây dựng và Vật liệu,CT,1962,0.001,60.9,60.9,2009.0,4,2.5,-0.197,-0.271,-0.825,Đầu tư Tài sản KOJI,https://kpf.com.vn
KSB,HOSE,Tài nguyên Cơ bản,CT,11612,0.03,114.4,114.8,1993.0,239,2.2,-0.004,-0.004,-0.357,Khoáng sản Bình Dương,http://bimico.com.vn
KSD,HNX,Hàng cá nhân & Gia dụng,CT,351,0.253,12.0,12.0,2003.0,70,,0.015,-0.128,-0.209,Đầu tư DNA,http://www.hangermetal.com
KSF,HNX,Bất động sản,CT,400,0.0,300.0,300.0,2015.0,296,2.4,-0.004,-0.007,-0.124,Tập đoàn Sunshine,https://sunshinegroup.vn
KSH,UPCOM,Tài nguyên Cơ bản,CT,4331,0.002,57.5,57.5,2000.0,6,,-0.006,-0.015,-0.56,Damac GLS,http://damac.com.vn
KSQ,HNX,Xây dựng và Vật liệu,CT,2384,0.006,30.0,30.0,2006.0,8,,-0.09,0.208,0.44,CNC Capital Việt Nam,https://cnccapital.com.vn
KST,HNX,Công nghệ Thông tin,CT,0,0.004,6.0,6.0,2009.0,84,,0.036,0.027,-0.105,KASATI,http://www.kasati.com.vn
KSV,HNX,Tài nguyên Cơ bản,CT,1506,0.0,200.0,200.0,2010.0,4987,2.4,-0.04,-0.112,0.115,Khoáng sản TKV,https://vimico.vn
KTC,UPCOM,Thực phẩm và đồ uống,CT,271,0.0,36.5,36.5,2010.0,562,2.4,-0.006,0.185,0.093,Thương mại Kiên Giang,https://www.ktcvn.com.vn
